,Age,Sex,Race,marital_status,Education,Employement,Incomes,how_many_books_12m,printed_books_12m,audiobooks_12m,ebooks_12m,how_did_you_get,news_or_newspapers,magazines_or_journals,printed,audiobooks,ebooks
2346,67,Female,White,Married,High school graduate,Retired,3. 20-29.9,1,Yes,No,No,Borrowed the book from a friend or family member,No,No,1,0,0
2347,67,Male,White,Married,High school graduate,Retired,7. 100-149.9,1,Yes,Yes,No,Purchased the book,Yes,Yes,1,1,0
2348,67,Male,White,Married,"Some college, no 4-year degree",Employed part-time,3. 20-29.9,1,Yes,No,No,Purchased the book,No,Yes,1,0,0
2349,66,Female,White,Divorced,"Some college, no 4-year degree",Retired,2. 10-19.9,1,Yes,No,No,Borrowed the book from a friend or family member,Yes,No,1,0,0
2350,66,Female,White,Married,"Some college, no 4-year degree",Retired,7. 100-149.9,1,Yes,No,Yes,Purchased the book,Yes,No,1,0,1
2351,65,Female,White,Married,High school graduate,Retired,4. 30m-39.9m,1,Yes,No,No,Got the book some other way,Yes,Yes,1,0,0
2352,64,Female,White,Married,High school graduate,Not employed for pay,3. 20-29.9,1,Yes,No,No,Got the book some other way,Yes,Yes,1,0,0
2353,64,Male,White,Married,"Technical, trade or vocational school AFTER high school",Retired,4. 30m-39.9m,1,Yes,No,No,Borrowed the book from a friend or family member,Yes,No,1,0,0
2354,63,Male,White,Married,"Some college, no 4-year degree",Employed full-time,6. 75-99.9,1,No,No,No,Borrowed the book from a friend or family member,Yes,Yes,0,0,0
2355,62,Male,White,Married,Post-graduate training/professional school after college,Employed part-time,6. 75-99.9,1,Yes,No,Yes,Borrowed the book from a friend or family member,Yes,Yes,1,0,1
2356,62,Male,White,Married,"Some college, no 4-year degree",Retired,6. 75-99.9,1,Yes,No,No,Got the book some other way,Yes,No,1,0,0
2357,61,Female,White,Divorced,"Some college, no 4-year degree",Employed full-time,2. 10-19.9,1,Yes,No,No,Purchased the book,No,Yes,1,0,0
2358,61,Female,White,Married,None,Not employed for pay,1. <10m,1,Yes,No,No,Purchased the book,No,No,1,0,0
2359,61,Male,White,Married,High school graduate,Employed full-time,7. 100-149.9,1,Yes,No,No,Borrowed the book from a friend or family member,Yes,Yes,1,0,0
2360,61,Male,White,Married,"Some college, no 4-year degree",Employed full-time,6. 75-99.9,1,No,Yes,Yes,Purchased the book,Yes,No,0,1,1
2361,60,Male,White,Married,High school graduate,Employed full-time,Refused,1,Yes,No,No,Purchased the book,Yes,No,1,0,0
2362,59,Female,White,Married,High school graduate,Not employed for pay,5. 50-74.9,1,No,Yes,No,Purchased the book,No,No,0,1,0
2363,59,Male,White,Married,Post-graduate training/professional school after college,Employed full-time,7. 100-149.9,1,Yes,No,No,Purchased the book,Yes,Yes,1,0,0
2364,59,Male,White,Married,College graduate,Employed full-time,7. 100-149.9,1,Yes,No,No,Purchased the book,Yes,Yes,1,0,0
2365,58,Female,White,Married,"Some college, no 4-year degree",Not employed for pay,3. 20-29.9,1,Yes,No,No,Got the book some other way,Yes,No,1,0,0
2366,58,Female,White,Single,High school graduate,Employed full-time,2. 10-19.9,1,Yes,No,No,Got the book some other way,No,No,1,0,0
2367,57,Female,White,Married,High school incomplete,Employed full-time,3. 20-29.9,1,No,Yes,No,Borrowed the book from a library,Yes,No,0,1,0
2368,56,Male,White,Married,High school graduate,Employed full-time,5. 40m-49.9m,1,Yes,No,No,Borrowed the book from a friend or family member,No,No,1,0,0
2369,55,Male,White,Married,"Some college, no 4-year degree",Employed full-time,5. 50-74.9,1,Yes,No,No,Borrowed the book from a library,Yes,No,1,0,0
2370,54,Female,White,Married,Post-graduate training/professional school after college,Employed full-time,Refused,1,Yes,No,No,Borrowed the book from a friend or family member,Yes,Yes,1,0,0
2371,54,Female,White,Single,"Some college, no 4-year degree",Disabled,7. 100-149.9,1,No,No,No,no_valid_response,No,No,0,0,0
2372,54,Female,White,Never been married,College graduate,Employed full-time,5. 50-74.9,1,Yes,No,No,Purchased the book,Yes,Yes,1,0,0
2373,53,Male,White,Divorced,"Some college, no 4-year degree",Employed full-time,7. 100-149.9,1,No,No,No,Borrowed the book from a friend or family member,No,No,0,0,0
2374,53,Male,White,Never been married,High school incomplete,Retired,2. 10-19.9,1,Yes,Yes,No,Borrowed the book from a library,No,Yes,1,1,0
2375,53,Male,White,Married,"Some college, no 4-year degree",Employed full-time,7. 100-149.9,1,Yes,No,No,Purchased the book,Yes,No,1,0,0
2376,53,Female,White,Divorced,High school graduate,Not employed for pay,1. <10m,1,Yes,Yes,No,Purchased the book,No,No,1,1,0
2377,53,Male,White,Married,"Some college, no 4-year degree",Employed full-time,5. 40m-49.9m,1,Yes,No,No,Got the book some other way,Yes,Yes,1,0,0
2378,52,Female,White,Living with a partner,College graduate,Employed full-time,5. 40m-49.9m,1,Yes,No,No,Got the book some other way,Yes,No,1,0,0
2379,50,Female,White,Married,"Some college, no 4-year degree",Employed full-time,Refused,1,Yes,No,No,Borrowed the book from a friend or family member,Yes,No,1,0,0
2380,50,Male,White,Married,"Some college, no 4-year degree",Employed full-time,7. 100-149.9,1,Yes,No,Don’t know,Borrowed the book from a friend or family member,Yes,Yes,1,0,0
2381,49,Male,White,Married,"Some college, no 4-year degree",Employed full-time,6. 75-99.9,1,Yes,No,No,Purchased the book,Yes,Yes,1,0,0
2382,49,Male,White,Never been married,High school graduate,Employed full-time,Refused,1,No,No,No,no_valid_response,Yes,No,0,0,0
2383,49,Female,White,Living with a partner,High school graduate,Have own business/self-employed,Refused,1,Yes,No,No,Borrowed the book from a friend or family member,No,No,1,0,0
2384,49,Male,White,Divorced,"Some college, no 4-year degree",Employed full-time,4. 30m-39.9m,1,Yes,No,No,no_valid_response,No,No,1,0,0
2385,48,Male,White,Married,High school graduate,Employed full-time,2. 10-19.9,1,Yes,Yes,No,Borrowed the book from a library,Yes,No,1,1,0
2386,47,Female,White,Divorced,High school incomplete,Not employed for pay,1. <10m,1,Yes,No,No,Borrowed the book from a library,Yes,No,1,0,0
2387,46,Female,White,Living with a partner,High school graduate,Employed full-time,5. 50-74.9,1,Yes,No,No,no_valid_response,Yes,Yes,1,0,0
2388,46,Male,White,Married,Post-graduate training/professional school after college,Employed full-time,7. 100-149.9,1,Yes,Yes,No,Purchased the book,Yes,Yes,1,1,0
2389,46,Female,White,Married,College graduate,Not employed for pay,4. 30m-39.9m,1,Yes,Yes,No,Borrowed the book from a library,Yes,No,1,1,0
2390,46,Female,White,Married,College graduate,Employed full-time,6. 75-99.9,1,Yes,No,No,Purchased the book,No,No,1,0,0
2391,44,Male,White,Divorced,Post-graduate training/professional school after college,Employed full-time,7. 100-149.9,1,Yes,No,No,Purchased the book,No,Yes,1,0,0
2392,44,Female,White,Married,College graduate,Employed full-time,Refused,1,Yes,No,No,Borrowed the book from a friend or family member,No,No,1,0,0
2393,44,Female,White,Married,Post-graduate training/professional school after college,Employed full-time,7. 100-149.9,1,Yes,No,No,Purchased the book,Yes,Yes,1,0,0
2394,42,Female,White,Divorced,High school graduate,Employed part-time,2. 10-19.9,1,Yes,No,No,Purchased the book,Yes,No,1,0,0
2395,41,Male,White,Married,"Some college, no 4-year degree",Employed full-time,Refused,1,Yes,No,No,Purchased the book,No,No,1,0,0
2396,40,Female,White,Married,College graduate,Employed part-time,Refused,1,Yes,No,No,Borrowed the book from a library,No,Yes,1,0,0
2397,40,Male,White,Married,None,Not employed for pay,1. <10m,1,Yes,No,No,Purchased the book,Yes,No,1,0,0
2398,39,Female,White,Married,"Some college, no 4-year degree",Employed part-time,4. 30m-39.9m,1,Yes,Yes,No,Purchased the book,Yes,Yes,1,1,0
2399,38,Male,White,Married,"Some college, no 4-year degree",Employed full-time,5. 50-74.9,1,Yes,No,No,Borrowed the book from a friend or family member,Yes,Yes,1,0,0
2400,38,Male,White,Married,"Some college, no 4-year degree",Employed full-time,Refused,1,Yes,No,No,Got the book some other way,No,No,1,0,0
2401,38,Female,White,Married,High school graduate,Employed full-time,Refused,1,Yes,No,No,Purchased the book,No,Yes,1,0,0
2402,37,Male,White,Divorced,High school graduate,Employed part-time,1. <10m,1,Yes,No,No,Borrowed the book from a friend or family member,No,No,1,0,0
2403,37,Male,White,Married,College graduate,Employed full-time,5. 50-74.9,1,Yes,Yes,No,Borrowed the book from a library,No,No,1,1,0
2404,36,Female,White,Married,College graduate,Employed full-time,7. 100-149.9,1,Yes,No,Yes,Purchased the book,Yes,Yes,1,0,1
2405,35,Male,White,Divorced,"Some college, no 4-year degree",Not employed for pay,1. <10m,1,Yes,Yes,Yes,Borrowed the book from a library,No,No,1,1,1
2406,33,Female,White,Never been married,"Some college, no 4-year degree",Employed full-time,5. 50-74.9,1,Yes,No,No,Borrowed the book from a library,No,No,1,0,0
2407,33,Female,White,Married,Post-graduate training/professional school after college,Employed full-time,7. 100-149.9,1,Yes,No,No,Borrowed the book from a friend or family member,Yes,No,1,0,0
2408,32,Female,White,Married,"Some college, no 4-year degree",Employed full-time,5. 40m-49.9m,1,Yes,No,No,Borrowed the book from a library,No,No,1,0,0
2409,32,Female,White,Married,High school graduate,Not employed for pay,5. 50-74.9,1,Yes,No,No,Purchased the book,No,Yes,1,0,0
2410,32,Male,White,Married,"Technical, trade or vocational school AFTER high school",Have own business/self-employed,6. 75-99.9,1,Yes,No,No,Got the book some other way,No,No,1,0,0
2411,31,Male,White,Never been married,High school graduate,Not employed for pay,4. 30m-39.9m,1,Yes,No,No,Purchased the book,Yes,No,1,0,0
2412,31,Male,White,Married,High school graduate,Not employed for pay,4. 30m-39.9m,1,Yes,No,No,Purchased the book,No,No,1,0,0
2413,31,Male,White,Living with a partner,High school graduate,Employed full-time,3. 20-29.9,1,Yes,No,No,Borrowed the book from a library,No,No,1,0,0
2414,31,Male,White,Married,Post-graduate training/professional school after college,Employed full-time,7. 100-149.9,1,Yes,No,Yes,Got the book some other way,Yes,Yes,1,0,1
2415,30,Male,White,Married,High school graduate,Employed full-time,5. 50-74.9,1,No,No,Yes,Got the book some other way,No,No,0,0,1
2416,30,Female,White,Never been married,"Some college, no 4-year degree",Employed full-time,2. 10-19.9,1,Yes,No,Yes,Borrowed the book from a friend or family member,Yes,No,1,0,1
2417,30,Male,White,Living with a partner,"Some college, no 4-year degree",Employed full-time,5. 50-74.9,1,Yes,No,No,Purchased the book,Yes,Yes,1,0,0
2418,29,Male,White,Living with a partner,None,Not employed for pay,2. 10-19.9,1,Yes,No,No,no_valid_response,No,No,1,0,0
2419,29,Male,White,Married,"Some college, no 4-year degree",Employed full-time,5. 50-74.9,1,Yes,No,No,Got the book some other way,Yes,Yes,1,0,0
2420,28,Male,White,Single,Post-graduate training/professional school after college,Employed full-time,6. 75-99.9,1,No,No,Yes,Purchased the book,Yes,No,0,0,1
2421,27,Female,White,Married,High school graduate,Not employed for pay,1. <10m,1,No,No,No,Got the book some other way,No,No,0,0,0
2422,27,Female,White,Married,College graduate,Employed full-time,3. 20-29.9,1,Yes,No,No,Got the book some other way,Yes,No,1,0,0
2423,27,Female,White,Married,"Some college, no 4-year degree",Employed part-time,5. 50-74.9,1,No,Yes,Yes,Purchased the book,Yes,No,0,1,1
2424,26,Male,White,Married,"Some college, no 4-year degree",Employed full-time,5. 50-74.9,1,Yes,No,No,Got the book some other way,No,No,1,0,0
2425,25,Male,White,Never been married,College graduate,Employed part-time,7. 100-149.9,1,Yes,No,No,Purchased the book,No,No,1,0,0
2426,25,Female,White,Never been married,"Some college, no 4-year degree",Employed part-time,2. 10-19.9,1,Yes,No,No,Purchased the book,No,No,1,0,0
2427,24,Male,White,Never been married,College graduate,Employed full-time,5. 50-74.9,1,No,No,Yes,Purchased the book,Yes,Yes,0,0,1
2428,24,Male,White,Never been married,High school graduate,Employed full-time,7. 100-149.9,1,Yes,No,No,Borrowed the book from a friend or family member,No,Yes,1,0,0
2429,23,Male,White,Married,High school graduate,Employed full-time,2. 10-19.9,1,Yes,Yes,No,Purchased the book,No,No,1,1,0
2430,22,Female,White,Living with a partner,"Some college, no 4-year degree",Employed full-time,7. 100-149.9,1,Yes,No,No,Borrowed the book from a friend or family member,No,Yes,1,0,0
2431,22,Male,White,Divorced,High school graduate,Employed full-time,7. 100-149.9,1,No,Yes,Don’t know,Got the book some other way,Yes,Yes,0,1,0
2432,21,Male,White,Never been married,High school graduate,Not employed for pay,4. 30m-39.9m,1,Yes,No,No,Got the book some other way,No,No,1,0,0
2433,19,Male,White,Never been married,High school graduate,Employed part-time,7. 100-149.9,1,Yes,No,No,Got the book some other way,No,Yes,1,0,0
2434,18,Male,White,Never been married,High school graduate,Not employed for pay,5. 50-74.9,1,Don’t know,No,No,Borrowed the book from a library,No,No,0,0,0
2435,17,Male,White,Never been married,High school incomplete,Not employed for pay,5. 50-74.9,1,Yes,No,No,Borrowed the book from a library,No,Yes,1,0,0
2436,17,Female,White,Never been married,High school graduate,Not employed for pay,3. 20-29.9,1,Yes,No,No,Borrowed the book from a friend or family member,No,No,1,0,0
2437,16,Female,White,Never been married,High school incomplete,Not employed for pay,4. 30m-39.9m,1,Yes,No,No,Purchased the book,No,No,1,0,0
2438,16,Female,White,Never been married,High school incomplete,Not employed for pay,1. <10m,1,Yes,No,No,Borrowed the book from a library,No,No,1,0,0
2439,16,Male,White,Never been married,High school incomplete,Not employed for pay,7. 100-149.9,1,No,No,No,Got the book some other way,Yes,No,0,0,0
2440,16,Female,White,Never been married,High school incomplete,Employed part-time,7. 100-149.9,1,Yes,No,No,Borrowed the book from a friend or family member,No,Yes,1,0,0
2441,16,Female,White,Never been married,High school incomplete,Not employed for pay,2. 10-19.9,1,Yes,No,No,Borrowed the book from a library,No,No,1,0,0
2442,69,Male,Refused,Married,High school graduate,Retired,Refused,0,,,,,Yes,No,0,0,0
2443,58,Male,Refused,Don’t know,None,Employed full-time,1. <10m,0,,,,,No,No,0,0,0
2444,72,Male,Other,Married,High school graduate,Retired,4. 30m-39.9m,0,,,,,Yes,No,0,0,0
2445,72,Female,Other,Divorced,None,Retired,7. 100-149.9,0,,,,,No,No,0,0,0
2446,67,Female,Other,Married,None,Not employed for pay,1. <10m,0,,,,,No,No,0,0,0
2447,61,Male,Other,Married,"Some college, no 4-year degree",Not employed for pay,1. <10m,0,,,,,No,No,0,0,0
2448,59,Female,Other,Divorced,"Some college, no 4-year degree",Not employed for pay,7. 100-149.9,0,,,,,No,No,0,0,0
2449,39,Male,Other,Living with a partner,High school graduate,Employed full-time,4. 30m-39.9m,0,,,,,Yes,Yes,0,0,0
2450,28,Male,Other,Single,High school graduate,Employed full-time,7. 100-149.9,0,,,,,No,No,0,0,0
2451,24,Male,Other,Never been married,"Some college, no 4-year degree",Employed part-time,4. 30m-39.9m,0,,,,,Yes,No,0,0,0
2452,22,Male,Other,Married,High school graduate,Employed full-time,2. 10-19.9,0,,,,,No,Yes,0,0,0
2453,17,Male,Other,Never been married,High school incomplete,Not employed for pay,5. 40m-49.9m,0,,,,,No,Yes,0,0,0
2454,67,Male,Native American/American Indian,Divorced,"Some college, no 4-year degree",Retired,3. 20-29.9,0,,,,,No,No,0,0,0
2455,58,Male,Native American/American Indian,Divorced,High school graduate,Disabled,2. 10-19.9,0,,,,,Yes,Yes,0,0,0
2456,56,Male,Native American/American Indian,Single,High school graduate,Not employed for pay,1. <10m,0,,,,,Yes,No,0,0,0
2457,54,Female,Native American/American Indian,Divorced,"Some college, no 4-year degree",Employed full-time,3. 20-29.9,0,,,,,Yes,Yes,0,0,0
2458,54,Male,Native American/American Indian,Divorced,"Some college, no 4-year degree",Employed full-time,5. 50-74.9,0,,,,,No,No,0,0,0
2459,26,Female,Native American/American Indian,Married,Don’t know,Not employed for pay,2. 10-19.9,0,,,,,Yes,Yes,0,0,0
2460,19,Male,Native American/American Indian,Living with a partner,High school graduate,Not employed for pay,3. 20-29.9,0,,,,,No,No,0,0,0
